DAS Channel,Lat [decimal],Lon [decimal],Elevation [m],OD [m]
1802,61.30894,-45.8232,16.0,8624.37
1803,61.30894,-45.8232,16.0,8629.16
1804,61.30894,-45.8232,16.0,8633.94
1805,61.30894,-45.8232,16.0,8638.73
1806,61.30894,-45.8232,16.0,8643.52
1807,61.30894,-45.8232,16.0,8648.3
1808,61.30894,-45.8232,16.0,8653.09
1809,61.30894,-45.8232,16.0,8657.87
1810,61.30894,-45.8232,16.0,8662.66
1811,61.30894,-45.8232,16.0,8667.45
1812,61.30894,-45.8232,16.0,8672.23
1813,61.30894,-45.8232,16.0,8677.02
1814,61.30894,-45.8232,16.0,8681.8
1815,61.30894,-45.8232,16.0,8686.59
1816,61.30894,-45.8232,16.0,8691.38
1817,61.30894,-45.8232,16.0,8696.16
1818,61.30894,-45.8232,16.0,8700.95
1819,61.30894,-45.8232,16.0,8705.73
1820,61.30894,-45.8232,16.0,8710.52
1821,61.30894,-45.8232,16.0,8715.31
1822,61.30894,-45.8232,16.0,8720.09
1823,61.30894,-45.8232,16.0,8724.88
1824,61.30894,-45.8232,16.0,8729.66
1825,61.30894,-45.8232,16.0,8734.45
1826,61.30894,-45.8232,16.0,8739.24
1827,61.30894,-45.8232,16.0,8744.02
1828,61.30894,-45.8232,16.0,8748.81
